date,visitors,year,month,day,day_of_week,is_weekend
2016-10-30,8136,2016,10,30,일,True
2016-10-31,2967,2016,10,31,월,False
2016-11-01,6306,2016,11,1,화,False
2016-11-02,7524,2016,11,2,수,False
2016-11-03,5866,2016,11,3,목,False
2016-11-04,6441,2016,11,4,금,False
2016-11-05,10401,2016,11,5,토,True
2016-11-06,6949,2016,11,6,일,True
2016-11-07,2655,2016,11,7,월,False
2016-11-08,6075,2016,11,8,화,False
2016-11-09,6904,2016,11,9,수,False
2016-11-10,5158,2016,11,10,목,False
2016-11-11,7056,2016,11,11,금,False
2016-11-12,11201,2016,11,12,토,True
2016-11-13,8919,2016,11,13,일,True
2016-11-14,3764,2016,11,14,월,False
2016-11-15,7160,2016,11,15,화,False
2016-11-16,6227,2016,11,16,수,False
2016-11-17,5224,2016,11,17,목,False
2016-11-18,5054,2016,11,18,금,False
2016-11-19,11020,2016,11,19,토,True
2016-11-20,9710,2016,11,20,일,True
2016-11-21,2641,2016,11,21,월,False
2016-11-22,5495,2016,11,22,화,False
2016-11-23,6397,2016,11,23,수,False
2016-11-24,3950,2016,11,24,목,False
2016-11-25,6163,2016,11,25,금,False
2016-11-26,9912,2016,11,26,토,True
2016-11-27,9092,2016,11,27,일,True
2016-11-28,4292,2016,11,28,월,False
2016-11-29,6693,2016,11,29,화,False
2016-11-30,8630,2016,11,30,수,False
2016-12-01,6617,2016,12,1,목,False
2016-12-02,8271,2016,12,2,금,False
2016-12-03,10801,2016,12,3,토,True
2016-12-04,9245,2016,12,4,일,True
2016-12-05,6006,2016,12,5,월,False
2016-12-06,10667,2016,12,6,화,False
2016-12-07,7605,2016,12,7,수,False
2016-12-08,8284,2016,12,8,목,False
2016-12-09,8648,2016,12,9,금,False
2016-12-10,11182,2016,12,10,토,True
2016-12-11,10232,2016,12,11,일,True
2016-12-12,5784,2016,12,12,월,False
2016-12-13,9633,2016,12,13,화,False
2016-12-14,10583,2016,12,14,수,False
2016-12-15,8214,2016,12,15,목,False
2016-12-16,8729,2016,12,16,금,False
2016-12-17,10760,2016,12,17,토,True
2016-12-18,10472,2016,12,18,일,True
2016-12-19,5984,2016,12,19,월,False
2016-12-20,9467,2016,12,20,화,False
2016-12-21,9120,2016,12,21,수,False
2016-12-22,8761,2016,12,22,목,False
2016-12-23,9461,2016,12,23,금,False
2016-12-24,12868,2016,12,24,토,True
2016-12-25,12713,2016,12,25,일,True
2016-12-26,5934,2016,12,26,월,False
2016-12-27,12017,2016,12,27,화,False
2016-12-28,15192,2016,12,28,수,False
2016-12-29,13152,2016,12,29,목,False
2016-12-30,13386,2016,12,30,금,False
2016-12-31,17948,2016,12,31,토,True
2017-01-01,1105,2017,1,1,일,True
2017-01-02,8524,2017,1,2,월,False
2017-01-03,12346,2017,1,3,화,False
2017-01-04,12950,2017,1,4,수,False
2017-01-05,13417,2017,1,5,목,False
2017-01-06,12981,2017,1,6,금,False
2017-01-07,27705,2017,1,7,토,True
2017-01-08,26441,2017,1,8,일,True
2017-01-09,8821,2017,1,9,월,False
2017-01-10,12914,2017,1,10,화,False
2017-01-11,14112,2017,1,11,수,False
2017-01-12,13348,2017,1,12,목,False
2017-01-13,13103,2017,1,13,금,False
2017-01-14,29348,2017,1,14,토,True
2017-01-15,26659,2017,1,15,일,True
2017-01-16,8665,2017,1,16,월,False
2017-01-17,14458,2017,1,17,화,False
2017-01-18,14069,2017,1,18,수,False
2017-01-19,12610,2017,1,19,목,False
2017-01-20,11240,2017,1,20,금,False
2017-01-21,26952,2017,1,21,토,True
2017-01-22,22405,2017,1,22,일,True
2017-01-23,7610,2017,1,23,월,False
2017-01-24,11706,2017,1,24,화,False
2017-01-25,19493,2017,1,25,수,False
2017-01-26,8771,2017,1,26,목,False
2017-01-27,13471,2017,1,27,금,False
2017-01-28,4793,2017,1,28,토,True
2017-01-29,22538,2017,1,29,일,True
2017-01-30,22541,2017,1,30,월,False
2017-01-31,9249,2017,1,31,화,False
2017-02-01,7262,2017,2,1,수,False
2017-02-02,7648,2017,2,2,목,False
2017-02-03,7425,2017,2,3,금,False
2017-02-04,23284,2017,2,4,토,True
2017-02-05,19372,2017,2,5,일,True
2017-02-06,3843,2017,2,6,월,False
2017-02-07,5542,2017,2,7,화,False
2017-02-08,8160,2017,2,8,수,False
2017-02-09,6072,2017,2,9,목,False
2017-02-10,5712,2017,2,10,금,False
2017-02-11,22357,2017,2,11,토,True
2017-02-12,20792,2017,2,12,일,True
2017-02-13,4749,2017,2,13,월,False
2017-02-14,7187,2017,2,14,화,False
2017-02-15,9168,2017,2,15,수,False
2017-02-16,9316,2017,2,16,목,False
2017-02-17,10879,2017,2,17,금,False
2017-02-18,22876,2017,2,18,토,True
2017-02-19,19821,2017,2,19,일,True
2017-02-20,8406,2017,2,20,월,False
2017-02-21,11242,2017,2,21,화,False
2017-02-22,20641,2017,2,22,수,False
2017-02-23,12348,2017,2,23,목,False
2017-02-24,12812,2017,2,24,금,False
2017-02-25,21827,2017,2,25,토,True
2017-02-26,19832,2017,2,26,일,True
2017-02-27,10933,2017,2,27,월,False
2017-02-28,12369,2017,2,28,화,False
2017-03-01,16549,2017,3,1,수,False
2017-03-02,3937,2017,3,2,목,False
2017-03-03,3469,2017,3,3,금,False
2017-03-04,14832,2017,3,4,토,True
2017-03-05,11862,2017,3,5,일,True
2017-03-06,2493,2017,3,6,월,False
2017-03-07,3249,2017,3,7,화,False
2017-03-08,3775,2017,3,8,수,False
2017-03-09,3291,2017,3,9,목,False
2017-03-10,3558,2017,3,10,금,False
2017-03-11,16086,2017,3,11,토,True
2017-03-12,14379,2017,3,12,일,True
2017-03-13,2661,2017,3,13,월,False
2017-03-14,3594,2017,3,14,화,False
2017-03-15,4707,2017,3,15,수,False
2017-03-16,3733,2017,3,16,목,False
2017-03-17,3804,2017,3,17,금,False
2017-03-18,19072,2017,3,18,토,True
2017-03-19,15113,2017,3,19,일,True
2017-03-20,3064,2017,3,20,월,False
2017-03-21,4076,2017,3,21,화,False
2017-03-22,4976,2017,3,22,수,False
2017-03-23,4476,2017,3,23,목,False
2017-03-24,6309,2017,3,24,금,False
2017-03-25,18753,2017,3,25,토,True
2017-03-26,16578,2017,3,26,일,True
2017-03-27,3604,2017,3,27,월,False
2017-03-28,4717,2017,3,28,화,False
2017-03-29,12469,2017,3,29,수,False
2017-03-30,5870,2017,3,30,목,False
2017-03-31,5654,2017,3,31,금,False
2017-04-01,17559,2017,4,1,토,True
2017-04-02,15101,2017,4,2,일,True
2017-04-03,3809,2017,4,3,월,False
2017-04-04,6633,2017,4,4,화,False
2017-04-05,9748,2017,4,5,수,False
2017-04-06,7691,2017,4,6,목,False
2017-04-07,7914,2017,4,7,금,False
2017-04-08,17117,2017,4,8,토,True
2017-04-09,15930,2017,4,9,일,True
2017-04-10,3101,2017,4,10,월,False
2017-04-11,5617,2017,4,11,화,False
2017-04-12,6663,2017,4,12,수,False
2017-04-13,6664,2017,4,13,목,False
2017-04-14,6228,2017,4,14,금,False
2017-04-15,9533,2017,4,15,토,True
2017-04-16,5802,2017,4,16,일,True
2017-04-17,3653,2017,4,17,월,False
2017-04-18,6898,2017,4,18,화,False
2017-04-19,7819,2017,4,19,수,False
2017-04-20,8860,2017,4,20,목,False
2017-04-21,5172,2017,4,21,금,False
2017-04-22,7660,2017,4,22,토,True
2017-04-23,6876,2017,4,23,일,True
2017-04-24,4341,2017,4,24,월,False
2017-04-25,6699,2017,4,25,화,False
2017-04-26,9945,2017,4,26,수,False
2017-04-27,9402,2017,4,27,목,False
2017-04-28,8113,2017,4,28,금,False
2017-04-29,8951,2017,4,29,토,True
2017-04-30,7302,2017,4,30,일,True
2017-05-01,10305,2017,5,1,월,False
2017-05-02,5912,2017,5,2,화,False
2017-05-03,11565,2017,5,3,수,False
2017-05-04,9930,2017,5,4,목,False
2017-05-05,24262,2017,5,5,금,False
2017-05-06,11188,2017,5,6,토,True
2017-05-07,7061,2017,5,7,일,True
2017-05-08,3772,2017,5,8,월,False
2017-05-09,7828,2017,5,9,화,False
2017-05-10,7456,2017,5,10,수,False
2017-05-11,8824,2017,5,11,목,False
2017-05-12,7750,2017,5,12,금,False
2017-05-13,10524,2017,5,13,토,True
2017-05-14,9359,2017,5,14,일,True
2017-05-15,5386,2017,5,15,월,False
2017-05-16,8193,2017,5,16,화,False
2017-05-17,8093,2017,5,17,수,False
2017-05-18,7730,2017,5,18,목,False
2017-05-19,8530,2017,5,19,금,False
2017-05-20,12953,2017,5,20,토,True
2017-05-21,9674,2017,5,21,일,True
2017-05-22,4090,2017,5,22,월,False
2017-05-23,5949,2017,5,23,화,False
2017-05-24,8942,2017,5,24,수,False
2017-05-25,7963,2017,5,25,목,False
2017-05-26,5474,2017,5,26,금,False
2017-05-27,10529,2017,5,27,토,True
2017-05-28,9211,2017,5,28,일,True
2017-05-29,5027,2017,5,29,월,False
2017-05-30,5487,2017,5,30,화,False
2017-05-31,10186,2017,5,31,수,False
2017-06-01,6097,2017,6,1,목,False
2017-06-02,6139,2017,6,2,금,False
2017-06-03,11293,2017,6,3,토,True
2017-06-04,10029,2017,6,4,일,True
2017-06-05,6208,2017,6,5,월,False
2017-06-06,13887,2017,6,6,화,False
2017-06-07,5785,2017,6,7,수,False
2017-06-08,4771,2017,6,8,목,False
2017-06-09,5286,2017,6,9,금,False
2017-06-10,12373,2017,6,10,토,True
2017-06-11,10240,2017,6,11,일,True
2017-06-12,3065,2017,6,12,월,False
2017-06-13,5500,2017,6,13,화,False
2017-06-14,6311,2017,6,14,수,False
2017-06-15,5295,2017,6,15,목,False
2017-06-16,5006,2017,6,16,금,False
2017-06-17,12531,2017,6,17,토,True
2017-06-18,10025,2017,6,18,일,True
2017-06-19,3486,2017,6,19,월,False
2017-06-20,5813,2017,6,20,화,False
2017-06-21,6585,2017,6,21,수,False
2017-06-22,4776,2017,6,22,목,False
2017-06-23,6248,2017,6,23,금,False
2017-06-24,15103,2017,6,24,토,True
2017-06-25,12089,2017,6,25,일,True
2017-06-26,3711,2017,6,26,월,False
2017-06-27,4057,2017,6,27,화,False
2017-06-28,8175,2017,6,28,수,False
2017-06-29,4788,2017,6,29,목,False
2017-06-30,4889,2017,6,30,금,False
2017-07-01,11659,2017,7,1,토,True
2017-07-02,10893,2017,7,2,일,True
2017-07-03,3018,2017,7,3,월,False
2017-07-04,5022,2017,7,4,화,False
2017-07-05,6693,2017,7,5,수,False
2017-07-06,5420,2017,7,6,목,False
2017-07-07,5894,2017,7,7,금,False
2017-07-08,16326,2017,7,8,토,True
2017-07-09,15029,2017,7,9,일,True
2017-07-10,3351,2017,7,10,월,False
2017-07-11,5540,2017,7,11,화,False
2017-07-12,6388,2017,7,12,수,False
2017-07-13,5863,2017,7,13,목,False
2017-07-14,6865,2017,7,14,금,False
2017-07-15,17652,2017,7,15,토,True
2017-07-16,14244,2017,7,16,일,True
2017-07-17,3962,2017,7,17,월,False
2017-07-18,5010,2017,7,18,화,False
2017-07-19,6443,2017,7,19,수,False
2017-07-20,6583,2017,7,20,목,False
2017-07-21,6100,2017,7,21,금,False
2017-07-22,16950,2017,7,22,토,True
2017-07-23,14072,2017,7,23,일,True
2017-07-24,5515,2017,7,24,월,False
2017-07-25,8604,2017,7,25,화,False
2017-07-26,13132,2017,7,26,수,False
2017-07-27,10141,2017,7,27,목,False
2017-07-28,11565,2017,7,28,금,False
2017-07-29,18113,2017,7,29,토,True
2017-07-30,18231,2017,7,30,일,True
2017-07-31,15239,2017,7,31,월,False
2017-08-01,20018,2017,8,1,화,False
2017-08-02,18840,2017,8,2,수,False
2017-08-03,18825,2017,8,3,목,False
2017-08-04,16622,2017,8,4,금,False
2017-08-05,24580,2017,8,5,토,True
2017-08-06,20731,2017,8,6,일,True
2017-08-07,9732,2017,8,7,월,False
2017-08-08,12761,2017,8,8,화,False
2017-08-09,13709,2017,8,9,수,False
2017-08-10,13148,2017,8,10,목,False
2017-08-11,13402,2017,8,11,금,False
2017-08-12,26434,2017,8,12,토,True
2017-08-13,21985,2017,8,13,일,True
2017-08-14,13204,2017,8,14,월,False
2017-08-15,28603,2017,8,15,화,False
2017-08-16,11112,2017,8,16,수,False
2017-08-17,10731,2017,8,17,목,False
2017-08-18,10665,2017,8,18,금,False
2017-08-19,20640,2017,8,19,토,True
2017-08-20,19354,2017,8,20,일,True
2017-08-21,7033,2017,8,21,월,False
2017-08-22,8888,2017,8,22,화,False
2017-08-23,7111,2017,8,23,수,False
2017-08-24,5968,2017,8,24,목,False
2017-08-25,7065,2017,8,25,금,False
2017-08-26,18580,2017,8,26,토,True
2017-08-27,14893,2017,8,27,일,True
2017-08-28,2866,2017,8,28,월,False
2017-08-29,3751,2017,8,29,화,False
2017-08-30,3862,2017,8,30,수,False
2017-08-31,3356,2017,8,31,목,False
2017-09-01,3352,2017,9,1,금,False
2017-09-02,8767,2017,9,2,토,True
2017-09-03,7475,2017,9,3,일,True
2017-09-04,3035,2017,9,4,월,False
2017-09-05,3791,2017,9,5,화,False
2017-09-06,3472,2017,9,6,수,False
2017-09-07,4464,2017,9,7,목,False
2017-09-08,3665,2017,9,8,금,False
2017-09-09,10038,2017,9,9,토,True
2017-09-10,7954,2017,9,10,일,True
2017-09-11,3614,2017,9,11,월,False
2017-09-12,4592,2017,9,12,화,False
2017-09-13,6326,2017,9,13,수,False
2017-09-14,5325,2017,9,14,목,False
2017-09-15,5153,2017,9,15,금,False
2017-09-16,9316,2017,9,16,토,True
2017-09-17,7141,2017,9,17,일,True
2017-09-18,4467,2017,9,18,월,False
2017-09-19,7271,2017,9,19,화,False
2017-09-20,8243,2017,9,20,수,False
2017-09-21,6995,2017,9,21,목,False
2017-09-22,8352,2017,9,22,금,False
2017-09-23,8201,2017,9,23,토,True
2017-09-24,7096,2017,9,24,일,True
2017-09-25,6618,2017,9,25,월,False
2017-09-26,8526,2017,9,26,화,False
2017-09-27,11805,2017,9,27,수,False
2017-09-28,7956,2017,9,28,목,False
2017-09-29,6070,2017,9,29,금,False
2017-09-30,8715,2017,9,30,토,True
2017-10-01,12311,2017,10,1,일,True
2017-10-02,10947,2017,10,2,월,False
2017-10-03,8682,2017,10,3,화,False
2017-10-04,34,2017,10,4,수,False
2017-10-05,17428,2017,10,5,목,False
2017-10-06,18338,2017,10,6,금,False
2017-10-07,14021,2017,10,7,토,True
2017-10-08,11154,2017,10,8,일,True
2017-10-09,11488,2017,10,9,월,False
2017-10-10,4648,2017,10,10,화,False
2017-10-11,8403,2017,10,11,수,False
2017-10-12,8458,2017,10,12,목,False
2017-10-13,6604,2017,10,13,금,False
2017-10-14,8997,2017,10,14,토,True
2017-10-15,7950,2017,10,15,일,True
2017-10-16,6087,2017,10,16,월,False
2017-10-17,7548,2017,10,17,화,False
2017-10-18,10081,2017,10,18,수,False
2017-10-19,8761,2017,10,19,목,False
2017-10-20,8406,2017,10,20,금,False
2017-10-21,9788,2017,10,21,토,True
2017-10-22,8843,2017,10,22,일,True
2017-10-23,5068,2017,10,23,월,False
2017-10-24,8406,2017,10,24,화,False
2017-10-25,9229,2017,10,25,수,False
2017-10-26,7776,2017,10,26,목,False
2017-10-27,9340,2017,10,27,금,False
2017-10-28,8906,2017,10,28,토,True
2017-10-29,8187,2017,10,29,일,True
2017-10-30,5934,2017,10,30,월,False
2017-10-31,6553,2017,10,31,화,False
2017-11-01,8259,2017,11,1,수,False
2017-11-02,7472,2017,11,2,목,False
2017-11-03,7355,2017,11,3,금,False
2017-11-04,10539,2017,11,4,토,True
2017-11-05,8637,2017,11,5,일,True
2017-11-06,2788,2017,11,6,월,False
2017-11-07,5753,2017,11,7,화,False
2017-11-08,6091,2017,11,8,수,False
2017-11-09,5628,2017,11,9,목,False
2017-11-10,6374,2017,11,10,금,False
2017-11-11,12282,2017,11,11,토,True
2017-11-12,9632,2017,11,12,일,True
2017-11-13,4209,2017,11,13,월,False
2017-11-14,6005,2017,11,14,화,False
2017-11-15,6646,2017,11,15,수,False
2017-11-16,5355,2017,11,16,목,False
2017-11-17,7457,2017,11,17,금,False
2017-11-18,15514,2017,11,18,토,True
2017-11-19,14099,2017,11,19,일,True
2017-11-20,5381,2017,11,20,월,False
2017-11-21,6598,2017,11,21,화,False
2017-11-22,8005,2017,11,22,수,False
2017-11-23,5707,2017,11,23,목,False
2017-11-24,7676,2017,11,24,금,False
2017-11-25,16095,2017,11,25,토,True
2017-11-26,14976,2017,11,26,일,True
2017-11-27,3599,2017,11,27,월,False
2017-11-28,4204,2017,11,28,화,False
2017-11-29,5268,2017,11,29,수,False
2017-11-30,2916,2017,11,30,목,False
2017-12-01,3914,2017,12,1,금,False
2017-12-02,9701,2017,12,2,토,True
2017-12-03,9826,2017,12,3,일,True
2017-12-04,3497,2017,12,4,월,False
2017-12-05,4761,2017,12,5,화,False
2017-12-06,5594,2017,12,6,수,False
2017-12-07,5250,2017,12,7,목,False
2017-12-08,7135,2017,12,8,금,False
2017-12-09,12370,2017,12,9,토,True
2017-12-10,10398,2017,12,10,일,True
2017-12-11,4661,2017,12,11,월,False
2017-12-12,4911,2017,12,12,화,False
2017-12-13,5888,2017,12,13,수,False
2017-12-14,5167,2017,12,14,목,False
2017-12-15,5996,2017,12,15,금,False
2017-12-16,11659,2017,12,16,토,True
2017-12-17,11489,2017,12,17,일,True
2017-12-18,4372,2017,12,18,월,False
2017-12-19,5145,2017,12,19,화,False
2017-12-20,6212,2017,12,20,수,False
2017-12-21,6469,2017,12,21,목,False
2017-12-22,6756,2017,12,22,금,False
2017-12-23,12993,2017,12,23,토,True
2017-12-24,15250,2017,12,24,일,True
2017-12-25,11531,2017,12,25,월,False
2017-12-26,6155,2017,12,26,화,False
2017-12-27,8520,2017,12,27,수,False
2017-12-28,8128,2017,12,28,목,False
2017-12-29,8097,2017,12,29,금,False
2017-12-30,13632,2017,12,30,토,True
2017-12-31,14007,2017,12,31,일,True
2018-01-01,0,2018,1,1,월,False
2018-01-02,9042,2018,1,2,화,False
2018-01-03,9516,2018,1,3,수,False
2018-01-04,8964,2018,1,4,목,False
2018-01-05,8027,2018,1,5,금,False
2018-01-06,15668,2018,1,6,토,True
2018-01-07,15028,2018,1,7,일,True
2018-01-08,6278,2018,1,8,월,False
2018-01-09,7930,2018,1,9,화,False
2018-01-10,6806,2018,1,10,수,False
2018-01-11,7156,2018,1,11,목,False
2018-01-12,6782,2018,1,12,금,False
2018-01-13,16203,2018,1,13,토,True
2018-01-14,15308,2018,1,14,일,True
2018-01-15,5182,2018,1,15,월,False
2018-01-16,7432,2018,1,16,화,False
2018-01-17,7792,2018,1,17,수,False
2018-01-18,7425,2018,1,18,목,False
2018-01-19,8171,2018,1,19,금,False
2018-01-20,17717,2018,1,20,토,True
2018-01-21,16109,2018,1,21,일,True
2018-01-22,5964,2018,1,22,월,False
2018-01-23,6478,2018,1,23,화,False
2018-01-24,5798,2018,1,24,수,False
2018-01-25,5725,2018,1,25,목,False
2018-01-26,5250,2018,1,26,금,False
2018-01-27,16645,2018,1,27,토,True
2018-01-28,15490,2018,1,28,일,True
2018-01-29,4940,2018,1,29,월,False
2018-01-30,7085,2018,1,30,화,False
2018-01-31,9735,2018,1,31,수,False
2018-02-01,5454,2018,2,1,목,False
2018-02-02,5603,2018,2,2,금,False
2018-02-03,16506,2018,2,3,토,True
2018-02-04,14383,2018,2,4,일,True
2018-02-05,3316,2018,2,5,월,False
2018-02-06,6248,2018,2,6,화,False
2018-02-07,6723,2018,2,7,수,False
2018-02-08,5507,2018,2,8,목,False
2018-02-09,5275,2018,2,9,금,False
2018-02-10,16182,2018,2,10,토,True
2018-02-11,13888,2018,2,11,일,True
2018-02-12,4863,2018,2,12,월,False
2018-02-13,5667,2018,2,13,화,False
2018-02-14,6291,2018,2,14,수,False
2018-02-15,9887,2018,2,15,목,False
2018-02-16,106,2018,2,16,금,False
2018-02-17,17505,2018,2,17,토,True
2018-02-18,12061,2018,2,18,일,True
2018-02-19,5602,2018,2,19,월,False
2018-02-20,8105,2018,2,20,화,False
2018-02-21,9649,2018,2,21,수,False
2018-02-22,8668,2018,2,22,목,False
2018-02-23,9619,2018,2,23,금,False
2018-02-24,16699,2018,2,24,토,True
2018-02-25,13609,2018,2,25,일,True
2018-02-26,7369,2018,2,26,월,False
2018-02-27,10681,2018,2,27,화,False
2018-02-28,11814,2018,2,28,수,False
2018-03-01,13367,2018,3,1,목,False
2018-03-02,5772,2018,3,2,금,False
2018-03-03,14426,2018,3,3,토,True
2018-03-04,11255,2018,3,4,일,True
2018-03-05,2302,2018,3,5,월,False
2018-03-06,2711,2018,3,6,화,False
2018-03-07,4760,2018,3,7,수,False
2018-03-08,4526,2018,3,8,목,False
2018-03-09,3010,2018,3,9,금,False
2018-03-10,9113,2018,3,10,토,True
2018-03-11,7573,2018,3,11,일,True
2018-03-12,1504,2018,3,12,월,False
2018-03-13,2488,2018,3,13,화,False
2018-03-14,3897,2018,3,14,수,False
2018-03-15,2630,2018,3,15,목,False
2018-03-16,2520,2018,3,16,금,False
2018-03-17,9560,2018,3,17,토,True
2018-03-18,7426,2018,3,18,일,True
2018-03-19,1828,2018,3,19,월,False
2018-03-20,2522,2018,3,20,화,False
2018-03-21,3357,2018,3,21,수,False
2018-03-22,3069,2018,3,22,목,False
2018-03-23,2871,2018,3,23,금,False
2018-03-24,8406,2018,3,24,토,True
2018-03-25,7758,2018,3,25,일,True
2018-03-26,2150,2018,3,26,월,False
2018-03-27,3017,2018,3,27,화,False
2018-03-28,6128,2018,3,28,수,False
2018-03-29,3381,2018,3,29,목,False
2018-03-30,3940,2018,3,30,금,False
2018-03-31,8382,2018,3,31,토,True
2018-04-01,5930,2018,4,1,일,True
2018-04-02,1282,2018,4,2,월,False
2018-04-03,3166,2018,4,3,화,False
2018-04-04,5417,2018,4,4,수,False
2018-04-05,5370,2018,4,5,목,False
2018-04-06,4772,2018,4,6,금,False
2018-04-07,9034,2018,4,7,토,True
2018-04-08,6856,2018,4,8,일,True
2018-04-09,4124,2018,4,9,월,False
2018-04-10,3842,2018,4,10,화,False
2018-04-11,6991,2018,4,11,수,False
2018-04-12,5602,2018,4,12,목,False
2018-04-13,5132,2018,4,13,금,False
2018-04-14,11033,2018,4,14,토,True
2018-04-15,8890,2018,4,15,일,True
2018-04-16,1820,2018,4,16,월,False
2018-04-17,2920,2018,4,17,화,False
2018-04-18,4848,2018,4,18,수,False
2018-04-19,8747,2018,4,19,목,False
2018-04-20,3158,2018,4,20,금,False
2018-04-21,6011,2018,4,21,토,True
2018-04-22,5512,2018,4,22,일,True
2018-04-23,3799,2018,4,23,월,False
2018-04-24,4307,2018,4,24,화,False
2018-04-25,5483,2018,4,25,수,False
2018-04-26,4339,2018,4,26,목,False
2018-04-27,5829,2018,4,27,금,False
2018-04-28,8372,2018,4,28,토,True
2018-04-29,6122,2018,4,29,일,True
2018-04-30,5643,2018,4,30,월,False
2018-05-01,10824,2018,5,1,화,False
2018-05-02,8495,2018,5,2,수,False
2018-05-03,5050,2018,5,3,목,False
2018-05-04,5742,2018,5,4,금,False
2018-05-05,10955,2018,5,5,토,True
2018-05-06,10598,2018,5,6,일,True
2018-05-07,7765,2018,5,7,월,False
2018-05-08,4614,2018,5,8,화,False
2018-05-09,7956,2018,5,9,수,False
2018-05-10,5333,2018,5,10,목,False
2018-05-11,5762,2018,5,11,금,False
2018-05-12,10207,2018,5,12,토,True
2018-05-13,7188,2018,5,13,일,True
2018-05-14,4659,2018,5,14,월,False
2018-05-15,19179,2018,5,15,화,False
2018-05-16,8922,2018,5,16,수,False
2018-05-17,8392,2018,5,17,목,False
2018-05-18,17734,2018,5,18,금,False
2018-05-19,29815,2018,5,19,토,True
2018-05-20,30229,2018,5,20,일,True
2018-05-21,10028,2018,5,21,월,False
2018-05-22,12183,2018,5,22,화,False
2018-05-23,8137,2018,5,23,수,False
2018-05-24,5388,2018,5,24,목,False
2018-05-25,6116,2018,5,25,금,False
2018-05-26,13082,2018,5,26,토,True
2018-05-27,11245,2018,5,27,일,True
2018-05-28,5436,2018,5,28,월,False
2018-05-29,6633,2018,5,29,화,False
2018-05-30,9015,2018,5,30,수,False
2018-05-31,5207,2018,5,31,목,False
2018-06-01,4701,2018,6,1,금,False
2018-06-02,13404,2018,6,2,토,True
2018-06-03,9741,2018,6,3,일,True
2018-06-04,4103,2018,6,4,월,False
2018-06-05,6605,2018,6,5,화,False
2018-06-06,11134,2018,6,6,수,False
2018-06-07,3521,2018,6,7,목,False
2018-06-08,4614,2018,6,8,금,False
2018-06-09,11133,2018,6,9,토,True
2018-06-10,9852,2018,6,10,일,True
2018-06-11,2721,2018,6,11,월,False
2018-06-12,4512,2018,6,12,화,False
2018-06-13,9153,2018,6,13,수,False
2018-06-14,3992,2018,6,14,목,False
2018-06-15,3757,2018,6,15,금,False
2018-06-16,12011,2018,6,16,토,True
2018-06-17,8790,2018,6,17,일,True
2018-06-18,3422,2018,6,18,월,False
2018-06-19,6040,2018,6,19,화,False
2018-06-20,7704,2018,6,20,수,False
2018-06-21,5233,2018,6,21,목,False
2018-06-22,5121,2018,6,22,금,False
2018-06-23,14032,2018,6,23,토,True
2018-06-24,9815,2018,6,24,일,True
2018-06-25,3059,2018,6,25,월,False
2018-06-26,4815,2018,6,26,화,False
2018-06-27,7682,2018,6,27,수,False
2018-06-28,4390,2018,6,28,목,False
2018-06-29,5523,2018,6,29,금,False
2018-06-30,12153,2018,6,30,토,True
2018-07-01,9790,2018,7,1,일,True
2018-07-02,3386,2018,7,2,월,False
2018-07-03,4561,2018,7,3,화,False
2018-07-04,6887,2018,7,4,수,False
2018-07-05,5297,2018,7,5,목,False
2018-07-06,4328,2018,7,6,금,False
2018-07-07,14228,2018,7,7,토,True
2018-07-08,10120,2018,7,8,일,True
2018-07-09,4443,2018,7,9,월,False
2018-07-10,6198,2018,7,10,화,False
2018-07-11,7278,2018,7,11,수,False
2018-07-12,6575,2018,7,12,목,False
2018-07-13,7220,2018,7,13,금,False
2018-07-14,18289,2018,7,14,토,True
2018-07-15,15250,2018,7,15,일,True
2018-07-16,5542,2018,7,16,월,False
2018-07-17,8337,2018,7,17,화,False
2018-07-18,6903,2018,7,18,수,False
2018-07-19,7579,2018,7,19,목,False
2018-07-20,7108,2018,7,20,금,False
2018-07-21,20395,2018,7,21,토,True
2018-07-22,14665,2018,7,22,일,True
2018-07-23,5121,2018,7,23,월,False
2018-07-24,8586,2018,7,24,화,False
2018-07-25,11757,2018,7,25,수,False
2018-07-26,9570,2018,7,26,목,False
2018-07-27,11031,2018,7,27,금,False
2018-07-28,18372,2018,7,28,토,True
2018-07-29,17840,2018,7,29,일,True
2018-07-30,15810,2018,7,30,월,False
2018-07-31,18042,2018,7,31,화,False
2018-08-01,19087,2018,8,1,수,False
2018-08-02,18192,2018,8,2,목,False
2018-08-03,23144,2018,8,3,금,False
2018-08-04,27136,2018,8,4,토,True
2018-08-05,22355,2018,8,5,일,True
2018-08-06,15220,2018,8,6,월,False
2018-08-07,16745,2018,8,7,화,False
2018-08-08,17494,2018,8,8,수,False
2018-08-09,15896,2018,8,9,목,False
2018-08-10,16665,2018,8,10,금,False
2018-08-11,25917,2018,8,11,토,True
2018-08-12,25041,2018,8,12,일,True
2018-08-13,14748,2018,8,13,월,False
2018-08-14,18908,2018,8,14,화,False
2018-08-15,33529,2018,8,15,수,False
2018-08-16,15750,2018,8,16,목,False
2018-08-17,14690,2018,8,17,금,False
2018-08-18,26895,2018,8,18,토,True
2018-08-19,22269,2018,8,19,일,True
2018-08-20,9649,2018,8,20,월,False
2018-08-21,11837,2018,8,21,화,False
2018-08-22,12129,2018,8,22,수,False
2018-08-23,6880,2018,8,23,목,False
2018-08-24,8685,2018,8,24,금,False
2018-08-25,22287,2018,8,25,토,True
